target,interval,profit
30,"range(48, 49)",0.0142857142857142
30,"range(49, 50)",0.0285714285714285
30,"range(50, 51)",0.0142857142857142
30,"range(51, 52)",0.9714285714285714
30,"range(52, 53)",0.9142857142857144
30,"range(53, 54)",0.7428571428571429
30,"range(54, 55)",0.5857142857142857
30,"range(55, 56)",0.3285714285714286
30,"range(56, 57)",0.2428571428571428
30,"range(57, 58)",0.2428571428571428
30,"range(58, 59)",0.2571428571428572
30,"range(59, 60)",1.0142857142857142
30,"range(60, 61)",1.2571428571428571
31,"range(1, 2)",0.01
31,"range(2, 3)",0.01
31,"range(3, 4)",0.01
31,"range(4, 5)",0.01
31,"range(5, 6)",0.01
31,"range(6, 7)",0.01
31,"range(7, 8)",0.01
31,"range(8, 9)",0.01
31,"range(9, 10)",0.01
31,"range(10, 11)",0.01
31,"range(11, 12)",0.01
31,"range(12, 13)",0.01
31,"range(13, 14)",0.01
31,"range(14, 15)",0.01
31,"range(15, 16)",0.01
31,"range(16, 17)",0.01
31,"range(17, 18)",0.01
31,"range(18, 19)",0.01
31,"range(19, 20)",0.01
31,"range(20, 21)",0.01
31,"range(21, 22)",0.01
31,"range(22, 23)",0.01
31,"range(23, 24)",0.01
31,"range(24, 25)",0.01
31,"range(25, 26)",0.01
31,"range(26, 27)",0.01
31,"range(27, 28)",0.01
31,"range(28, 29)",0.01
31,"range(29, 30)",0.01
31,"range(30, 31)",0.01
31,"range(31, 32)",0.01
31,"range(32, 33)",0.01
31,"range(33, 34)",0.01
31,"range(34, 35)",0.01
31,"range(35, 36)",0.01
31,"range(36, 37)",0.01
31,"range(37, 38)",0.01
31,"range(38, 39)",0.01
31,"range(39, 40)",0.01
31,"range(40, 41)",0.01
31,"range(41, 42)",0.01
31,"range(42, 43)",0.01
31,"range(43, 44)",0.01
31,"range(44, 45)",1.4857142857142858
31,"range(45, 46)",1.4857142857142858
31,"range(46, 47)",1.4857142857142858
31,"range(47, 48)",1.4857142857142858
31,"range(48, 49)",0.01
31,"range(49, 50)",0.01
31,"range(50, 51)",0.01
31,"range(51, 52)",0.01
31,"range(52, 53)",0.01
31,"range(53, 54)",0.01
31,"range(54, 55)",0.01
31,"range(55, 56)",0.01
31,"range(56, 57)",0.01
31,"range(57, 58)",0.01
31,"range(58, 59)",0.01
31,"range(59, 60)",0.01
31,"range(60, 61)",0.01
32,"range(1, 2)",0.01
32,"range(2, 3)",0.01
32,"range(3, 4)",0.01
32,"range(4, 5)",0.01
32,"range(5, 6)",0.01
32,"range(6, 7)",0.01
32,"range(7, 8)",0.01
32,"range(8, 9)",0.01
32,"range(9, 10)",0.01
32,"range(10, 11)",0.01
32,"range(11, 12)",0.01
32,"range(12, 13)",0.01
32,"range(13, 14)",0.01
32,"range(14, 15)",0.01
32,"range(15, 16)",0.01
32,"range(16, 17)",0.01
32,"range(17, 18)",0.01
32,"range(18, 19)",0.01
32,"range(19, 20)",0.01
32,"range(20, 21)",0.01
32,"range(21, 22)",0.01
32,"range(22, 23)",0.01
32,"range(23, 24)",0.01
32,"range(24, 25)",0.01
32,"range(25, 26)",0.01
32,"range(26, 27)",0.01
32,"range(27, 28)",0.01
32,"range(28, 29)",0.01
32,"range(29, 30)",0.01
32,"range(30, 31)",0.01
32,"range(31, 32)",0.01
32,"range(32, 33)",0.01
32,"range(33, 34)",0.01
32,"range(34, 35)",0.01
32,"range(35, 36)",0.01
32,"range(36, 37)",0.01
32,"range(37, 38)",0.01
32,"range(38, 39)",0.01
32,"range(39, 40)",0.01
32,"range(40, 41)",0.01
32,"range(41, 42)",0.01
32,"range(42, 43)",0.01
32,"range(43, 44)",0.01
32,"range(44, 45)",0.01
32,"range(45, 46)",0.01
32,"range(46, 47)",0.01
32,"range(47, 48)",0.01
32,"range(48, 49)",0.01
32,"range(49, 50)",0.01
32,"range(50, 51)",0.01
32,"range(51, 52)",0.01
32,"range(52, 53)",0.01
32,"range(53, 54)",0.01
32,"range(54, 55)",0.01
32,"range(55, 56)",0.01
32,"range(56, 57)",0.01
32,"range(57, 58)",0.01
32,"range(58, 59)",0.01
32,"range(59, 60)",0.01
32,"range(60, 61)",0.01
33,"range(1, 2)",0.01
33,"range(2, 3)",0.01
33,"range(3, 4)",0.01
33,"range(4, 5)",0.01
33,"range(5, 6)",0.01
33,"range(6, 7)",0.01
33,"range(7, 8)",0.01
33,"range(8, 9)",0.01
33,"range(9, 10)",0.01
33,"range(10, 11)",0.01
33,"range(11, 12)",0.01
33,"range(12, 13)",0.01
33,"range(13, 14)",3.3428571428571425
33,"range(14, 15)",3.3857142857142857
33,"range(15, 16)",0.01
33,"range(16, 17)",0.01
33,"range(17, 18)",0.01
33,"range(18, 19)",0.01
33,"range(19, 20)",0.01
33,"range(20, 21)",0.01
33,"range(21, 22)",0.01
33,"range(22, 23)",0.01
33,"range(23, 24)",0.01
33,"range(24, 25)",0.01
33,"range(25, 26)",0.01
33,"range(26, 27)",0.01
33,"range(27, 28)",0.01
33,"range(28, 29)",0.01
33,"range(29, 30)",1.5857142857142856
33,"range(30, 31)",1.5857142857142856
33,"range(31, 32)",0.01
33,"range(32, 33)",0.01
33,"range(33, 34)",0.01
33,"range(34, 35)",0.01
33,"range(35, 36)",0.01
33,"range(36, 37)",0.01
33,"range(37, 38)",0.01
33,"range(38, 39)",0.01
33,"range(39, 40)",0.01
33,"range(40, 41)",0.01
33,"range(41, 42)",0.01
33,"range(42, 43)",0.01
33,"range(43, 44)",0.01
33,"range(44, 45)",0.01
33,"range(45, 46)",0.01
33,"range(46, 47)",0.01
33,"range(47, 48)",0.01
33,"range(48, 49)",0.01
33,"range(49, 50)",0.01
33,"range(50, 51)",0.01
33,"range(51, 52)",1.7
33,"range(52, 53)",0.01
33,"range(53, 54)",0.01
33,"range(54, 55)",0.01
33,"range(55, 56)",0.01
33,"range(56, 57)",0.01
33,"range(57, 58)",0.01
33,"range(58, 59)",0.01
33,"range(59, 60)",0.01
33,"range(60, 61)",0.01
34,"range(1, 2)",0.0428571428571428
34,"range(2, 3)",0.0571428571428571
34,"range(3, 4)",0.0142857142857142
34,"range(4, 5)",0.0428571428571428
34,"range(5, 6)",0.0285714285714285
34,"range(6, 7)",0.0285714285714285
34,"range(7, 8)",0.0428571428571428
34,"range(8, 9)",0.0142857142857142
34,"range(9, 10)",0.0142857142857142
34,"range(10, 11)",0.0285714285714285
34,"range(11, 12)",3.3857142857142857
34,"range(12, 13)",3.3
34,"range(13, 14)",0.0142857142857142
34,"range(14, 15)",1.914285714285714
34,"range(15, 16)",1.9
34,"range(16, 17)",1.8857142857142857
34,"range(17, 18)",0.0428571428571428
34,"range(18, 19)",0.01
34,"range(19, 20)",0.0142857142857142
34,"range(20, 21)",0.0285714285714285
34,"range(21, 22)",0.0285714285714285
34,"range(22, 23)",0.0285714285714285
34,"range(23, 24)",0.0142857142857142
34,"range(24, 25)",0.0285714285714285
34,"range(25, 26)",1.6428571428571428
34,"range(26, 27)",1.6428571428571426
34,"range(27, 28)",1.6
34,"range(28, 29)",1.6285714285714283
34,"range(29, 30)",0.0428571428571428
34,"range(30, 31)",0.0428571428571428
34,"range(31, 32)",0.0142857142857142
34,"range(32, 33)",0.0571428571428571
34,"range(33, 34)",0.0714285714285714
34,"range(34, 35)",0.1
34,"range(35, 36)",0.0714285714285714
34,"range(36, 37)",0.0714285714285714
34,"range(37, 38)",0.0571428571428571
34,"range(38, 39)",0.0571428571428571
34,"range(39, 40)",0.0571428571428571
34,"range(40, 41)",0.0142857142857142
34,"range(41, 42)",0.0571428571428571
34,"range(42, 43)",0.0285714285714285
34,"range(43, 44)",0.0428571428571428
34,"range(44, 45)",0.0142857142857142
34,"range(45, 46)",0.0428571428571428
34,"range(46, 47)",1.7142857142857142
34,"range(47, 48)",1.8
34,"range(48, 49)",1.7571428571428571
34,"range(49, 50)",0.0714285714285714
34,"range(50, 51)",0.0428571428571428
34,"range(51, 52)",0.01
34,"range(52, 53)",0.0428571428571428
34,"range(53, 54)",0.0285714285714285
34,"range(54, 55)",0.0142857142857142
34,"range(55, 56)",0.0428571428571428
34,"range(56, 57)",0.0285714285714285
34,"range(57, 58)",0.0571428571428571
34,"range(58, 59)",0.0142857142857142
34,"range(59, 60)",0.0285714285714285
34,"range(60, 61)",0.0285714285714285
35,"range(1, 2)",0.01
35,"range(2, 3)",0.01
35,"range(3, 4)",0.01
35,"range(4, 5)",0.01
35,"range(5, 6)",0.01
35,"range(6, 7)",0.01
35,"range(7, 8)",0.01
35,"range(8, 9)",0.01
35,"range(9, 10)",0.01
35,"range(10, 11)",0.01
35,"range(11, 12)",0.01
35,"range(12, 13)",0.01
35,"range(13, 14)",0.01
35,"range(14, 15)",0.01
35,"range(15, 16)",0.01
35,"range(16, 17)",0.01
35,"range(17, 18)",0.01
35,"range(18, 19)",0.01
35,"range(19, 20)",1.842857142857143
35,"range(20, 21)",1.842857142857143
35,"range(21, 22)",1.8142857142857145
35,"range(22, 23)",1.8142857142857145
35,"range(23, 24)",0.01
35,"range(24, 25)",0.01
35,"range(25, 26)",0.01
35,"range(26, 27)",0.01
35,"range(27, 28)",0.01
35,"range(28, 29)",0.01
35,"range(29, 30)",0.01
35,"range(30, 31)",0.01
35,"range(31, 32)",1.4857142857142858
35,"range(32, 33)",1.5
35,"range(33, 34)",1.5142857142857142
35,"range(34, 35)",1.5285714285714285
35,"range(35, 36)",0.01
35,"range(36, 37)",0.01
35,"range(37, 38)",0.01
35,"range(38, 39)",0.01
35,"range(39, 40)",0.01
35,"range(40, 41)",0.01
35,"range(41, 42)",0.01
35,"range(42, 43)",0.01
35,"range(43, 44)",0.01
35,"range(44, 45)",0.01
35,"range(45, 46)",0.01
35,"range(46, 47)",0.01
35,"range(47, 48)",0.01
35,"range(48, 49)",0.01
35,"range(49, 50)",0.01
35,"range(50, 51)",0.01
35,"range(51, 52)",0.01
35,"range(52, 53)",1.7
35,"range(53, 54)",1.6857142857142855
35,"range(54, 55)",1.6857142857142855
35,"range(55, 56)",1.6857142857142855
35,"range(56, 57)",0.01
35,"range(57, 58)",0.01
35,"range(58, 59)",0.01
35,"range(59, 60)",0.01
35,"range(60, 61)",0.01
36,"range(1, 2)",0.01
36,"range(2, 3)",0.01
36,"range(3, 4)",0.01
36,"range(4, 5)",0.01
36,"range(5, 6)",0.01
36,"range(6, 7)",0.01
36,"range(7, 8)",0.01
36,"range(8, 9)",0.01
36,"range(9, 10)",0.01
36,"range(10, 11)",0.01
36,"range(11, 12)",0.01
36,"range(12, 13)",0.01
36,"range(13, 14)",0.01
36,"range(14, 15)",0.01
36,"range(15, 16)",0.01
36,"range(16, 17)",0.01
36,"range(17, 18)",0.01
36,"range(18, 19)",0.01
36,"range(19, 20)",0.01
36,"range(20, 21)",0.01
36,"range(21, 22)",0.01
36,"range(22, 23)",0.01
36,"range(23, 24)",0.01
36,"range(24, 25)",0.01
36,"range(25, 26)",0.01
36,"range(26, 27)",0.01
36,"range(27, 28)",0.01
36,"range(28, 29)",0.01
36,"range(29, 30)",0.01
36,"range(30, 31)",0.01
36,"range(31, 32)",0.01
36,"range(32, 33)",0.01
36,"range(33, 34)",0.01
36,"range(34, 35)",0.01
36,"range(35, 36)",0.01
36,"range(36, 37)",0.01
36,"range(37, 38)",0.01
36,"range(38, 39)",0.01
36,"range(39, 40)",0.01
36,"range(40, 41)",0.01
36,"range(41, 42)",0.01
36,"range(42, 43)",0.01
36,"range(43, 44)",0.01
36,"range(44, 45)",0.01
36,"range(45, 46)",0.01
36,"range(46, 47)",0.01
36,"range(47, 48)",0.01
36,"range(48, 49)",0.01
36,"range(49, 50)",0.01
36,"range(50, 51)",0.01
36,"range(51, 52)",0.01
36,"range(52, 53)",0.01
36,"range(53, 54)",0.01
36,"range(54, 55)",0.01
36,"range(55, 56)",0.01
36,"range(56, 57)",0.01
36,"range(57, 58)",0.01
36,"range(58, 59)",0.01
36,"range(59, 60)",0.01
36,"range(60, 61)",0.01
37,"range(1, 2)",0.01
37,"range(2, 3)",0.01
37,"range(3, 4)",0.01
37,"range(4, 5)",0.01
37,"range(5, 6)",0.01
37,"range(6, 7)",0.01
37,"range(7, 8)",0.01
37,"range(8, 9)",0.01
37,"range(9, 10)",0.01
37,"range(10, 11)",0.01
37,"range(11, 12)",0.01
37,"range(12, 13)",0.01
37,"range(13, 14)",0.01
37,"range(14, 15)",0.01
37,"range(15, 16)",0.01
37,"range(16, 17)",0.01
37,"range(17, 18)",0.01
37,"range(18, 19)",0.01
37,"range(19, 20)",0.01
37,"range(20, 21)",0.01
37,"range(21, 22)",0.01
37,"range(22, 23)",0.01
37,"range(23, 24)",0.01
37,"range(24, 25)",0.01
37,"range(25, 26)",0.01
37,"range(26, 27)",0.01
37,"range(27, 28)",0.01
37,"range(28, 29)",0.01
37,"range(29, 30)",0.01
37,"range(30, 31)",0.01
37,"range(31, 32)",0.01
37,"range(32, 33)",0.01
37,"range(33, 34)",0.01
37,"range(34, 35)",0.01
37,"range(35, 36)",0.01
37,"range(36, 37)",0.01
37,"range(37, 38)",0.01
37,"range(38, 39)",0.01
37,"range(39, 40)",0.01
37,"range(40, 41)",0.01
37,"range(41, 42)",0.01
37,"range(42, 43)",0.01
37,"range(43, 44)",0.01
37,"range(44, 45)",0.01
37,"range(45, 46)",0.01
37,"range(46, 47)",0.01
37,"range(47, 48)",0.01
37,"range(48, 49)",0.01
37,"range(49, 50)",0.01
37,"range(50, 51)",0.01
37,"range(51, 52)",0.01
37,"range(52, 53)",0.01
37,"range(53, 54)",0.01
37,"range(54, 55)",0.01
37,"range(55, 56)",0.01
37,"range(56, 57)",0.01
37,"range(57, 58)",0.01
37,"range(58, 59)",0.01
37,"range(59, 60)",0.01
37,"range(60, 61)",0.01
38,"range(1, 2)",0.01
38,"range(2, 3)",0.01
38,"range(3, 4)",0.01
38,"range(4, 5)",0.01
38,"range(5, 6)",0.01
38,"range(6, 7)",0.01
38,"range(7, 8)",0.01
38,"range(8, 9)",0.01
38,"range(9, 10)",0.01
38,"range(10, 11)",0.01
38,"range(11, 12)",0.01
38,"range(12, 13)",0.01
38,"range(13, 14)",0.01
38,"range(14, 15)",0.01
38,"range(15, 16)",0.01
38,"range(16, 17)",0.01
38,"range(17, 18)",0.01
38,"range(18, 19)",0.01
38,"range(19, 20)",0.01
38,"range(20, 21)",0.01
38,"range(21, 22)",0.01
38,"range(22, 23)",0.01
38,"range(23, 24)",0.01
38,"range(24, 25)",0.01
38,"range(25, 26)",0.01
38,"range(26, 27)",0.01
38,"range(27, 28)",0.01
38,"range(28, 29)",0.01
38,"range(29, 30)",0.01
38,"range(30, 31)",0.01
38,"range(31, 32)",0.01
38,"range(32, 33)",0.01
38,"range(33, 34)",0.01
38,"range(34, 35)",0.01
38,"range(35, 36)",0.01
38,"range(36, 37)",0.01
38,"range(37, 38)",0.01
38,"range(38, 39)",0.01
38,"range(39, 40)",0.01
38,"range(40, 41)",0.01
38,"range(41, 42)",0.01
38,"range(42, 43)",0.01
38,"range(43, 44)",0.01
38,"range(44, 45)",0.01
38,"range(45, 46)",0.01
38,"range(46, 47)",0.01
38,"range(47, 48)",0.01
38,"range(48, 49)",0.01
38,"range(49, 50)",0.01
38,"range(50, 51)",0.01
38,"range(51, 52)",0.01
38,"range(52, 53)",0.01
38,"range(53, 54)",0.01
38,"range(54, 55)",0.01
38,"range(55, 56)",0.01
38,"range(56, 57)",0.01
38,"range(57, 58)",0.01
38,"range(58, 59)",0.01
38,"range(59, 60)",0.01
38,"range(60, 61)",0.01
39,"range(1, 2)",0.01
39,"range(2, 3)",0.01
39,"range(3, 4)",0.01
39,"range(4, 5)",0.01
39,"range(5, 6)",0.01
39,"range(6, 7)",0.01
39,"range(7, 8)",0.01
39,"range(8, 9)",0.01
39,"range(9, 10)",0.01
39,"range(10, 11)",0.01
39,"range(11, 12)",0.01
39,"range(12, 13)",0.01
39,"range(13, 14)",0.01
39,"range(14, 15)",0.01
39,"range(15, 16)",0.01
39,"range(16, 17)",0.01
39,"range(17, 18)",0.01
39,"range(18, 19)",0.01
39,"range(19, 20)",0.01
39,"range(20, 21)",0.01
39,"range(21, 22)",0.01
39,"range(22, 23)",0.01
39,"range(23, 24)",0.01
39,"range(24, 25)",0.01
39,"range(25, 26)",0.01
39,"range(26, 27)",0.01
39,"range(27, 28)",0.01
39,"range(28, 29)",0.01
39,"range(29, 30)",0.01
39,"range(30, 31)",0.01
39,"range(31, 32)",0.01
39,"range(32, 33)",0.01
39,"range(33, 34)",0.01
39,"range(34, 35)",0.01
39,"range(35, 36)",0.01
39,"range(36, 37)",0.01
39,"range(37, 38)",0.01
39,"range(38, 39)",0.01
39,"range(39, 40)",0.01
39,"range(40, 41)",0.01
39,"range(41, 42)",0.01
39,"range(42, 43)",0.01
39,"range(43, 44)",0.01
39,"range(44, 45)",0.01
39,"range(45, 46)",0.01
39,"range(46, 47)",0.01
39,"range(47, 48)",0.01
39,"range(48, 49)",0.01
39,"range(49, 50)",0.01
39,"range(50, 51)",0.01
39,"range(51, 52)",0.01
39,"range(52, 53)",0.01
39,"range(53, 54)",0.01
39,"range(54, 55)",0.01
39,"range(55, 56)",0.01
39,"range(56, 57)",0.01
39,"range(57, 58)",0.01
39,"range(58, 59)",0.01
39,"range(59, 60)",0.01
39,"range(60, 61)",0.01
40,"range(1, 2)",0.01
40,"range(2, 3)",0.01
40,"range(3, 4)",0.01
40,"range(4, 5)",0.01
40,"range(5, 6)",0.01
40,"range(6, 7)",0.01
40,"range(7, 8)",0.01
40,"range(8, 9)",0.01
40,"range(9, 10)",0.01
40,"range(10, 11)",0.01
40,"range(11, 12)",0.01
40,"range(12, 13)",0.01
40,"range(13, 14)",0.01
40,"range(14, 15)",0.01
40,"range(15, 16)",0.01
40,"range(16, 17)",0.01
40,"range(17, 18)",0.01
40,"range(18, 19)",0.01
40,"range(19, 20)",0.01
40,"range(20, 21)",0.01
40,"range(21, 22)",0.01
40,"range(22, 23)",0.01
40,"range(23, 24)",0.01
40,"range(24, 25)",0.01
40,"range(25, 26)",0.01
40,"range(26, 27)",0.01
40,"range(27, 28)",0.01
40,"range(28, 29)",0.01
40,"range(29, 30)",0.01
40,"range(30, 31)",0.01
40,"range(31, 32)",0.01
40,"range(32, 33)",0.01
40,"range(33, 34)",0.01
40,"range(34, 35)",0.01
40,"range(35, 36)",0.01
40,"range(36, 37)",0.01
40,"range(37, 38)",0.01
40,"range(38, 39)",0.01
40,"range(39, 40)",0.01
40,"range(40, 41)",0.01
40,"range(41, 42)",0.01
40,"range(42, 43)",0.01
40,"range(43, 44)",0.01
40,"range(44, 45)",0.01
40,"range(45, 46)",0.01
40,"range(46, 47)",0.01
40,"range(47, 48)",0.01
40,"range(48, 49)",0.01
40,"range(49, 50)",0.01
40,"range(50, 51)",0.01
40,"range(51, 52)",0.01
40,"range(52, 53)",0.01
40,"range(53, 54)",0.01
40,"range(54, 55)",0.01
40,"range(55, 56)",0.01
40,"range(56, 57)",0.01
40,"range(57, 58)",0.01
40,"range(58, 59)",0.01
40,"range(59, 60)",0.01
40,"range(60, 61)",0.01
41,"range(1, 2)",0.01
41,"range(2, 3)",0.01
41,"range(3, 4)",0.01
41,"range(4, 5)",0.01
41,"range(5, 6)",0.01
41,"range(6, 7)",0.01
41,"range(7, 8)",0.01
41,"range(8, 9)",0.01
41,"range(9, 10)",0.01
41,"range(10, 11)",0.01
41,"range(11, 12)",0.01
41,"range(12, 13)",0.01
41,"range(13, 14)",0.01
41,"range(14, 15)",0.01
41,"range(15, 16)",0.01
41,"range(16, 17)",0.01
41,"range(17, 18)",0.01
41,"range(18, 19)",0.01
41,"range(19, 20)",0.01
41,"range(20, 21)",0.01
41,"range(21, 22)",0.01
41,"range(22, 23)",0.01
41,"range(23, 24)",0.01
41,"range(24, 25)",0.01
41,"range(25, 26)",0.01
41,"range(26, 27)",0.01
41,"range(27, 28)",0.01
41,"range(28, 29)",0.01
41,"range(29, 30)",0.01
41,"range(30, 31)",0.01
41,"range(31, 32)",0.01
41,"range(32, 33)",0.01
41,"range(33, 34)",0.01
41,"range(34, 35)",0.01
41,"range(35, 36)",0.01
41,"range(36, 37)",0.01
41,"range(37, 38)",0.01
41,"range(38, 39)",0.01
41,"range(39, 40)",0.01
41,"range(40, 41)",0.01
41,"range(41, 42)",0.01
41,"range(42, 43)",0.01
41,"range(43, 44)",0.01
41,"range(44, 45)",0.01
41,"range(45, 46)",0.01
41,"range(46, 47)",0.01
41,"range(47, 48)",0.01
41,"range(48, 49)",0.01
41,"range(49, 50)",0.01
41,"range(50, 51)",0.01
41,"range(51, 52)",0.01
41,"range(52, 53)",0.01
41,"range(53, 54)",0.01
41,"range(54, 55)",0.01
41,"range(55, 56)",0.01
41,"range(56, 57)",0.01
41,"range(57, 58)",0.01
41,"range(58, 59)",0.01
41,"range(59, 60)",0.01
41,"range(60, 61)",0.01
42,"range(1, 2)",0.01
42,"range(2, 3)",0.01
42,"range(3, 4)",0.01
42,"range(4, 5)",0.01
42,"range(5, 6)",0.01
42,"range(6, 7)",0.01
42,"range(7, 8)",0.01
42,"range(8, 9)",0.01
42,"range(9, 10)",0.01
42,"range(10, 11)",0.01
42,"range(11, 12)",0.01
42,"range(12, 13)",0.01
42,"range(13, 14)",0.01
42,"range(14, 15)",0.01
42,"range(15, 16)",0.01
42,"range(16, 17)",0.01
42,"range(17, 18)",0.01
42,"range(18, 19)",0.01
42,"range(19, 20)",0.01
42,"range(20, 21)",0.01
42,"range(21, 22)",0.01
42,"range(22, 23)",0.01
42,"range(23, 24)",0.01
42,"range(24, 25)",0.01
42,"range(25, 26)",0.01
42,"range(26, 27)",0.01
42,"range(27, 28)",0.01
42,"range(28, 29)",0.01
42,"range(29, 30)",0.01
42,"range(30, 31)",0.01
42,"range(31, 32)",0.01
42,"range(32, 33)",0.01
42,"range(33, 34)",0.01
42,"range(34, 35)",0.01
42,"range(35, 36)",0.01
42,"range(36, 37)",0.01
42,"range(37, 38)",0.01
42,"range(38, 39)",0.01
42,"range(39, 40)",0.01
42,"range(40, 41)",0.01
42,"range(41, 42)",0.01
42,"range(42, 43)",0.01
42,"range(43, 44)",0.01
42,"range(44, 45)",0.01
42,"range(45, 46)",0.01
42,"range(46, 47)",0.01
42,"range(47, 48)",0.01
42,"range(48, 49)",0.01
42,"range(49, 50)",0.01
42,"range(50, 51)",0.01
42,"range(51, 52)",0.01
42,"range(52, 53)",0.01
42,"range(53, 54)",0.01
42,"range(54, 55)",0.01
42,"range(55, 56)",0.01
42,"range(56, 57)",0.01
42,"range(57, 58)",0.01
42,"range(58, 59)",0.01
42,"range(59, 60)",0.01
42,"range(60, 61)",0.01
43,"range(1, 2)",0.01
43,"range(2, 3)",0.01
43,"range(3, 4)",0.01
43,"range(4, 5)",0.01
43,"range(5, 6)",0.01
43,"range(6, 7)",0.01
43,"range(7, 8)",0.01
43,"range(8, 9)",0.01
43,"range(9, 10)",0.01
43,"range(10, 11)",0.01
43,"range(11, 12)",0.01
43,"range(12, 13)",0.01
43,"range(13, 14)",0.01
43,"range(14, 15)",0.01
43,"range(15, 16)",0.01
43,"range(16, 17)",0.01
43,"range(17, 18)",0.01
43,"range(18, 19)",0.01
43,"range(19, 20)",0.01
43,"range(20, 21)",0.01
43,"range(21, 22)",0.01
43,"range(22, 23)",0.01
43,"range(23, 24)",0.01
43,"range(24, 25)",0.01
43,"range(25, 26)",0.01
43,"range(26, 27)",0.01
43,"range(27, 28)",0.01
43,"range(28, 29)",0.01
43,"range(29, 30)",0.01
43,"range(30, 31)",0.01
43,"range(31, 32)",0.01
43,"range(32, 33)",0.01
43,"range(33, 34)",0.01
43,"range(34, 35)",0.01
43,"range(35, 36)",0.01
43,"range(36, 37)",0.01
43,"range(37, 38)",0.01
43,"range(38, 39)",0.01
43,"range(39, 40)",0.01
43,"range(40, 41)",0.01
43,"range(41, 42)",0.01
43,"range(42, 43)",0.01
43,"range(43, 44)",0.01
43,"range(44, 45)",0.01
43,"range(45, 46)",0.01
43,"range(46, 47)",0.01
43,"range(47, 48)",0.01
43,"range(48, 49)",0.01
43,"range(49, 50)",0.01
43,"range(50, 51)",0.01
43,"range(51, 52)",0.01
43,"range(52, 53)",0.01
43,"range(53, 54)",0.01
43,"range(54, 55)",0.01
43,"range(55, 56)",0.01
43,"range(56, 57)",0.01
43,"range(57, 58)",0.01
43,"range(58, 59)",0.01
43,"range(59, 60)",0.01
43,"range(60, 61)",0.01
44,"range(1, 2)",0.01
44,"range(2, 3)",0.01
44,"range(3, 4)",0.01
44,"range(4, 5)",0.01
44,"range(5, 6)",0.01
44,"range(6, 7)",0.01
44,"range(7, 8)",0.01
44,"range(8, 9)",0.01
44,"range(9, 10)",0.01
44,"range(10, 11)",0.01
44,"range(11, 12)",0.01
44,"range(12, 13)",0.01
44,"range(13, 14)",0.01
44,"range(14, 15)",0.01
44,"range(15, 16)",0.01
44,"range(16, 17)",0.01
44,"range(17, 18)",0.01
44,"range(18, 19)",0.01
44,"range(19, 20)",0.01
44,"range(20, 21)",0.01
44,"range(21, 22)",0.01
44,"range(22, 23)",0.01
44,"range(23, 24)",0.01
44,"range(24, 25)",0.01
44,"range(25, 26)",0.01
44,"range(26, 27)",0.01
44,"range(27, 28)",0.01
44,"range(28, 29)",0.01
44,"range(29, 30)",0.01
44,"range(30, 31)",0.01
44,"range(31, 32)",0.01
44,"range(32, 33)",0.01
44,"range(33, 34)",0.01
44,"range(34, 35)",0.01
44,"range(35, 36)",0.01
44,"range(36, 37)",0.01
44,"range(37, 38)",0.01
44,"range(38, 39)",0.01
44,"range(39, 40)",0.01
44,"range(40, 41)",0.01
44,"range(41, 42)",0.01
44,"range(42, 43)",0.01
44,"range(43, 44)",0.01
44,"range(44, 45)",0.01
44,"range(45, 46)",0.01
44,"range(46, 47)",0.01
44,"range(47, 48)",0.01
44,"range(48, 49)",0.01
44,"range(49, 50)",0.01
44,"range(50, 51)",0.01
44,"range(51, 52)",0.01
44,"range(52, 53)",0.01
44,"range(53, 54)",0.01
44,"range(54, 55)",0.01
44,"range(55, 56)",0.01
44,"range(56, 57)",0.01
44,"range(57, 58)",0.01
44,"range(58, 59)",0.01
44,"range(59, 60)",0.01
44,"range(60, 61)",0.01
45,"range(1, 2)",0.01
45,"range(2, 3)",0.01
45,"range(3, 4)",0.01
45,"range(4, 5)",0.01
45,"range(5, 6)",0.01
45,"range(6, 7)",0.01
45,"range(7, 8)",0.01
45,"range(8, 9)",0.01
45,"range(9, 10)",0.01
45,"range(10, 11)",0.01
45,"range(11, 12)",0.01
45,"range(12, 13)",0.01
45,"range(13, 14)",0.01
45,"range(14, 15)",0.01
45,"range(15, 16)",0.01
45,"range(16, 17)",0.01
45,"range(17, 18)",0.01
45,"range(18, 19)",0.01
45,"range(19, 20)",0.01
45,"range(20, 21)",0.01
45,"range(21, 22)",0.01
45,"range(22, 23)",0.01
45,"range(23, 24)",0.01
45,"range(24, 25)",0.01
45,"range(25, 26)",0.01
45,"range(26, 27)",0.01
45,"range(27, 28)",0.01
45,"range(28, 29)",0.01
45,"range(29, 30)",0.01
45,"range(30, 31)",0.01
45,"range(31, 32)",0.01
45,"range(32, 33)",0.01
45,"range(33, 34)",0.01
45,"range(34, 35)",0.01
45,"range(35, 36)",0.01
45,"range(36, 37)",0.01
45,"range(37, 38)",0.01
45,"range(38, 39)",0.01
45,"range(39, 40)",0.01
45,"range(40, 41)",0.01
45,"range(41, 42)",0.01
45,"range(42, 43)",0.01
45,"range(43, 44)",0.01
45,"range(44, 45)",0.01
45,"range(45, 46)",0.01
45,"range(46, 47)",0.01
45,"range(47, 48)",0.01
45,"range(48, 49)",0.01
45,"range(49, 50)",0.01
45,"range(50, 51)",0.01
45,"range(51, 52)",0.01
45,"range(52, 53)",0.01
